Clabel,conductor,ainvs,rank,torsion
97408a1,97408,"[0,0,0,-52,-80]",3,1
97423a1,97423,"[1,0,0,-4,15]",3,1
97506a1,97506,"[1,-1,0,-51,133]",3,1
97543a1,97543,"[1,1,1,-23,30]",3,1
97668f1,97668,"[0,0,0,-117,405]",3,1
97782a1,97782,"[1,1,0,2,484]",3,1
97811a1,97811,"[1,-1,1,-963,11748]",3,1
97834c1,97834,"[1,1,0,-4912,130880]",3,1
97877a1,97877,"[1,-1,1,-54,174]",3,1
98081a1,98081,"[1,-1,1,-129,594]",3,1
98231a1,98231,"[1,-1,1,1080,420]",3,1
98597a1,98597,"[0,1,1,-255,1485]",3,1
98730d1,98730,"[1,-1,0,-240,1556]",3,1
98841c1,98841,"[0,1,1,-114,488]",3,1
98891a1,98891,"[1,-1,1,6,12]",3,1
99153b1,99153,"[1,-1,1,67,-120]",3,1
99248d1,99248,"[0,0,0,8,60]",3,1
99326a1,99326,"[1,-1,1,-174,957]",3,1
99378d1,99378,"[1,-1,0,-153,841]",3,1
99572b1,99572,"[0,1,0,-2606,50353]",3,1
99776q1,99776,"[0,-1,0,-121,569]",3,1
99966a1,99966,"[1,1,0,-186,900]",3,1
99968j1,99968,"[0,0,0,-196,976]",3,1
100134e1,100134,"[1,-1,0,-21,1]",3,1
100143b1,100143,"[1,-1,1,-110,190]",3,1
100209a1,100209,"[0,1,1,-520,4450]",3,1
100269c1,100269,"[0,0,1,-69,240]",3,1
100336a1,100336,"[0,-1,0,-184,1040]",3,1
100480f1,100480,"[0,1,0,-91,309]",3,1
100494a1,100494,"[1,-1,0,-234,1444]",3,1
100496a1,100496,"[0,0,0,-67,610]",3,1
100528l1,100528,"[0,1,0,0,244]",3,1
100720d1,100720,"[0,-1,0,-4741,127241]",3,1
100794a1,100794,"[1,1,0,-6,84]",3,1
100794i1,100794,"[1,0,1,-1343,18902]",3,1
100886a1,100886,"[1,-1,0,-58,184]",3,1
100910a1,100910,"[1,-1,0,-10,100]",3,1
100912t1,100912,"[0,1,0,-560,-2156]",3,2
100912t2,100912,"[0,1,0,-4800,125044]",3,2
100915a1,100915,"[1,1,1,-51,118]",3,1
100955d1,100955,"[0,0,1,-247,1542]",3,1
100972a1,100972,"[0,1,0,-29,127]",3,1
100990a1,100990,"[1,1,0,-138,568]",3,1
100990f1,100990,"[1,-1,1,-948,11031]",3,1
101066e1,101066,"[1,0,0,-322,2244]",3,1
101106b1,101106,"[1,-1,0,-1101,14373]",3,1
101144b1,101144,"[0,1,0,31,67]",3,1
101235c1,101235,"[0,-1,1,-786,8192]",3,1
101403l1,101403,"[0,0,1,-117,506]",3,1
101482a1,101482,"[1,1,0,-16,14]",3,1
101507e1,101507,"[0,1,1,-22,-10]",3,1
101536d1,101536,"[0,1,0,-670,6444]",3,1
101540a1,101540,"[0,-1,0,-261,961]",3,1
101559d1,101559,"[0,1,1,-224,1196]",3,1
101646j1,101646,"[1,-1,1,-1427,19635]",3,1
101655f1,101655,"[0,0,1,-63,218]",3,1
101682h1,101682,"[1,-1,0,-684,7164]",3,1
101726b1,101726,"[1,-1,0,-73,-131]",3,1
102104a1,102104,"[0,1,0,1,22]",3,1
102126a1,102126,"[1,1,0,16,36]",3,1
102272b1,102272,"[0,1,0,-255,289]",3,2
102272b2,102272,"[0,1,0,-3145,66759]",3,2
102289b1,102289,"[0,1,1,-550,4790]",3,1
102307a1,102307,"[0,0,1,-83,-150]",3,1
102311a1,102311,"[0,-1,1,-219,1395]",3,1
102385a1,102385,"[0,1,1,-26,30]",3,1
102454a1,102454,"[1,0,1,-147,674]",3,1
102512a1,102512,"[0,1,0,-2240,40084]",3,1
102743c1,102743,"[1,-1,1,-15,30]",3,1
102914a1,102914,"[1,0,1,-25,72]",3,1
102926c1,102926,"[1,0,0,-157,561]",3,1
102948b1,102948,"[0,-1,0,-17,66]",3,1
102969b1,102969,"[0,0,1,-3864,92497]",3,1
103156e1,103156,"[0,-1,0,-7770,231361]",3,1
103370c1,103370,"[1,-1,0,-79,385]",3,1
103525c1,103525,"[1,0,0,-433,3432]",3,2
103525c2,103525,"[1,0,0,-458,3007]",3,2
103779b1,103779,"[0,0,1,-129,702]",3,1
103794a1,103794,"[1,1,0,-38,36]",3,1
103844b1,103844,"[0,1,0,-122,289]",3,1
103865a1,103865,"[1,0,0,-6050,180625]",3,1
104014a1,104014,"[1,0,1,8,30]",3,1
104014b1,104014,"[1,0,0,-2819,57409]",3,1
104019a1,104019,"[0,1,1,-64,442]",3,1
104081c1,104081,"[0,-1,1,-3074,59136]",3,1
104216b1,104216,"[0,0,0,-964,-1724]",3,1
104219a1,104219,"[1,1,0,-1808,28849]",3,1
104384d1,104384,"[0,1,0,-329,2167]",3,2
104384d2,104384,"[0,1,0,-609,-2369]",3,2
104386b1,104386,"[1,-1,0,-988,12204]",3,1
104434c1,104434,"[1,0,1,-8158,407892]",3,1
104484c1,104484,"[0,1,0,-65,504]",3,1
104491a1,104491,"[1,-1,1,-724,7674]",3,1
104646c1,104646,"[1,1,0,80,256]",3,1
104646d1,104646,"[1,0,1,-218,1352]",3,1
104684a1,104684,"[0,-1,0,43,49]",3,1
104734f1,104734,"[1,-1,1,-4062,98925]",3,1
104865a1,104865,"[0,-1,1,-360,2756]",3,1
104890e1,104890,"[1,-1,0,-8305,293725]",3,1
104907f1,104907,"[0,-1,1,-62,230]",3,1
105136b1,105136,"[0,1,0,-364,2556]",3,1
105184c1,105184,"[0,1,0,-65,79]",3,1
105190a1,105190,"[1,0,1,156,1442]",3,1
105314e1,105314,"[1,0,0,153,6601]",3,1
105376b1,105376,"[0,-1,0,-97,1169]",3,1
105536c1,105536,"[0,1,0,-2209,39231]",3,2
105536c2,105536,"[0,1,0,-2369,33055]",3,2
105558f1,105558,"[1,0,1,-313,1832]",3,2
105558f2,105558,"[1,0,1,497,9932]",3,2
105643b1,105643,"[0,0,1,-41,102]",3,1
105883a1,105883,"[0,1,1,-539,4641]",3,1
105915a1,105915,"[1,1,1,-911,10208]",3,1
105965b1,105965,"[0,1,1,-190,944]",3,1
106037b1,106037,"[0,1,1,-98,342]",3,1
106110c1,106110,"[1,-1,0,-60,116]",3,1
106164e1,106164,"[0,0,0,-84,281]",3,1
106244a1,106244,"[0,-1,0,-44,184]",3,1
106276b1,106276,"[0,-1,0,-54,169]",3,1
106309a1,106309,"[0,0,1,-19,-28]",3,1
106361a1,106361,"[1,1,1,-47,132]",3,1
106449b1,106449,"[1,1,1,-21,72]",3,1
106497b1,106497,"[1,-1,1,-29,72]",3,1
106509a1,106509,"[0,-1,1,168,-340]",3,1
106749b1,106749,"[0,0,1,-27,156]",3,1
106757a1,106757,"[0,1,1,-680,-7038]",3,1
106894h1,106894,"[1,0,0,-6400,197376]",3,1
107080c1,107080,"[0,0,0,-247,1114]",3,1
107199f1,107199,"[1,-1,1,-2516,37442]",3,1
107349b1,107349,"[1,1,1,-90,96]",3,1
107350i1,107350,"[1,-1,0,-592,5716]",3,1
107521b1,107521,"[1,0,0,-122,589]",3,1
107732b1,107732,"[0,-1,0,-212,1096]",3,1
107776k1,107776,"[0,1,0,-219,1177]",3,1
107776l1,107776,"[0,1,0,-15,-11]",3,1
107854a1,107854,"[1,0,1,-81,-220]",3,1
108071b1,108071,"[0,1,1,-54,-102]",3,1
108258h1,108258,"[1,1,1,-302,875]",3,1
108302a1,108302,"[1,-1,0,-88,340]",3,1
108320b1,108320,"[0,-1,0,-1,401]",3,1
108341a1,108341,"[0,0,1,-31,12]",3,1
108343a1,108343,"[1,0,0,-5,16]",3,1
108546e1,108546,"[1,1,1,-335,2261]",3,1
108694b1,108694,"[1,0,1,-618,5852]",3,1
108701a1,108701,"[0,1,1,-30,138]",3,1
108708b1,108708,"[0,-1,0,3,54]",3,1
108737b1,108737,"[0,-1,1,11,64]",3,1
108762b1,108762,"[1,1,0,34,36]",3,1
108779b1,108779,"[0,0,1,-3146,67911]",3,1
108813d1,108813,"[0,-1,1,1518,1190]",3,1
108914a1,108914,"[1,-1,0,-2446,48016]",3,1
108977b1,108977,"[1,-1,1,-27,0]",3,1
109024a1,109024,"[0,-1,0,10,16]",3,1
109115c1,109115,"[0,-1,1,-41,117]",3,1
109172b1,109172,"[0,-1,0,-37,134]",3,1
109304a1,109304,"[0,1,0,-81,403]",3,1
109330k1,109330,"[1,0,1,-4948,133506]",3,2
109330k2,109330,"[1,0,1,-5528,100098]",3,2
109366a1,109366,"[1,-1,1,-597,5805]",3,1
109439a1,109439,"[1,0,0,-12,1]",3,1
109470g1,109470,"[1,1,0,-767,7569]",3,2
109470g2,109470,"[1,1,0,-2017,-25181]",3,2
109495d1,109495,"[1,-1,1,-4842,130866]",3,1
109528a1,109528,"[0,0,0,-196,1060]",3,1
109542e1,109542,"[1,0,1,-103,182]",3,1
109600c1,109600,"[0,1,0,-33,10063]",3,1
109600i1,109600,"[0,1,0,-1073,13183]",3,1
109612b1,109612,"[0,1,0,-65,184]",3,1
109687b1,109687,"[1,0,0,930,35161]",3,1
109840h1,109840,"[0,1,0,-296,1780]",3,1
109926b1,109926,"[1,-1,0,-483,4229]",3,1
109968r1,109968,"[0,-1,0,24,432]",3,1
109975a1,109975,"[0,1,1,-118,434]",3,1
110085a1,110085,"[0,-1,1,-16,72]",3,1
110095a1,110095,"[0,0,1,-43,114]",3,1
110104a1,110104,"[0,0,0,-316,2164]",3,1
110118c1,110118,"[1,0,1,-53,272]",3,1
110120d1,110120,"[0,0,0,-487,3466]",3,1
110121c1,110121,"[0,-1,1,-10521,391610]",3,1
110162h1,110162,"[1,-1,0,-1438,-9644]",3,1
110210a1,110210,"[1,-1,0,755,-2075]",3,1
110228a1,110228,"[0,1,0,-116,676]",3,1
110318b1,110318,"[1,0,1,32,42]",3,1
110343c1,110343,"[1,0,0,-45,1296]",3,1
110383e1,110383,"[0,-1,1,-2730,55812]",3,1
110482a1,110482,"[1,-1,0,-25,109]",3,1
110499a1,110499,"[0,1,1,-112,592]",3,1
110517a1,110517,"[0,-1,1,-110,272]",3,1
110528a1,110528,"[0,-1,0,-49,305]",3,1
110528u1,110528,"[0,0,0,-11452,472720]",3,1
110606a1,110606,"[1,0,1,-122,444]",3,1
110666c1,110666,"[1,0,0,-109,465]",3,1
110725c1,110725,"[0,-1,1,-108,-132]",3,1
110976h1,110976,"[0,-1,0,-79,583]",3,2
110976h2,110976,"[0,-1,0,-1609,25369]",3,2
110988b1,110988,"[0,0,0,-336,4196]",3,1
111201a1,111201,"[1,1,1,-10,26]",3,1
111226b1,111226,"[1,0,1,-232,1266]",3,1
111272b1,111272,"[0,1,0,-705,6979]",3,1
111433c1,111433,"[1,0,0,-182,931]",3,1
111472b1,111472,"[0,1,0,-120,484]",3,1
111488f1,111488,"[0,-1,0,-2137,41129]",3,1
111566a1,111566,"[1,-1,0,-1783,-851]",3,1
111708c1,111708,"[0,0,0,-2109,37181]",3,1
111715a1,111715,"[1,0,0,-110,397]",3,1
111879b1,111879,"[0,0,1,-27,46]",3,1
111879d1,111879,"[0,0,1,-1326,-16880]",3,1
111941a1,111941,"[0,1,1,-16,14]",3,1
111941d1,111941,"[0,0,1,-15809,677310]",3,1
111989a1,111989,"[0,1,1,-12,0]",3,1
112028e1,112028,"[0,1,0,-42,49]",3,1
112405a1,112405,"[1,-1,1,-24543,1486032]",3,1
112576d1,112576,"[0,1,0,-41,151]",3,1
112607a1,112607,"[0,1,1,166,546]",3,1
112654c1,112654,"[1,1,0,-149,289]",3,1
112771a1,112771,"[1,-1,1,-33,78]",3,1
112776d1,112776,"[0,-1,0,-412,3364]",3,1
112966a1,112966,"[1,0,1,-484,4050]",3,1
113032d1,113032,"[0,1,0,-52,96]",3,1
113072b1,113072,"[0,0,0,-659,6514]",3,1
113106b1,113106,"[1,1,0,-129,441]",3,1
113114a1,113114,"[1,0,1,-285,1820]",3,1
113131a1,113131,"[0,0,1,-29,62]",3,1
113386h1,113386,"[1,-1,0,-3586,83656]",3,1
113592a1,113592,"[0,1,0,-345,1899]",3,1
113594f1,113594,"[1,0,0,-1270,13476]",3,2
113594f2,113594,"[1,0,0,2890,84196]",3,2
113631e1,113631,"[0,-1,1,-72,272]",3,1
113632f1,113632,"[0,-1,0,911,78593]",3,1
113706i1,113706,"[1,-1,1,-902,12565]",3,1
113749a1,113749,"[0,-1,1,-12,0]",3,1
113839e1,113839,"[0,0,1,-11911,500346]",3,1
113946b1,113946,"[1,1,0,-42,0]",3,2
113946b2,113946,"[1,1,0,168,210]",3,2
114235d1,114235,"[0,0,1,-313,1668]",3,1
114236a1,114236,"[0,0,0,-71,190]",3,1
114336n1,114336,"[0,0,0,-444,2176]",3,1
114368e1,114368,"[0,1,0,-593,5359]",3,1
114399c1,114399,"[0,0,1,-129,522]",3,1
114433a1,114433,"[0,-1,1,22,30]",3,1
114477b1,114477,"[1,1,1,-67,1022]",3,1
114501a1,114501,"[1,1,1,-60,156]",3,1
114537c1,114537,"[0,-1,1,-62,212]",3,1
114560s1,114560,"[0,1,0,-41,295]",3,1
114801a1,114801,"[0,-1,1,-426,3548]",3,1
114829a1,114829,"[0,-1,1,213,-1233]",3,1
114865a1,114865,"[0,0,1,-23,-22]",3,1
114928h1,114928,"[0,1,0,-1336,18516]",3,1
114950d1,114950,"[1,0,1,-476,1098]",3,2
114950d2,114950,"[1,0,1,-5976,177098]",3,2
115021a1,115021,"[1,0,0,-52,141]",3,1
115082a1,115082,"[1,-1,0,-208,1180]",3,1
115134b1,115134,"[1,1,0,-26,120]",3,1
115184d1,115184,"[0,-1,0,48,16]",3,1
115370f1,115370,"[1,0,0,-166,996]",3,1
115461c1,115461,"[0,0,1,-174,765]",3,1
115497d1,115497,"[0,0,1,294,-1224]",3,1
115497g1,115497,"[1,-1,1,40,420]",3,1
115640m1,115640,"[0,0,0,-343,2842]",3,1
115702b1,115702,"[1,0,1,-192,-550]",3,2
115702b2,115702,"[1,0,1,638,-3870]",3,2
115729b1,115729,"[0,1,1,3,72]",3,1
115736a1,115736,"[0,0,0,-292,580]",3,1
115774b1,115774,"[1,0,1,-38,72]",3,1
115775d1,115775,"[1,0,0,-1188,15367]",3,2
115775d2,115775,"[1,0,0,-2563,-27258]",3,2
115908b1,115908,"[0,-1,0,10,201]",3,1
115958a1,115958,"[1,-1,0,-139,-251]",3,1
116053c1,116053,"[0,0,1,-76,-228]",3,1
116098c1,116098,"[1,0,1,-63,-190]",3,1
116121b1,116121,"[0,1,1,-80,350]",3,1
116197b1,116197,"[0,-1,1,-30,72]",3,1
116206d1,116206,"[1,-1,1,-534,4389]",3,1
116210a1,116210,"[1,0,1,-673,6756]",3,1
116217b1,116217,"[0,0,1,-9,30]",3,1
116217d1,116217,"[0,0,1,2106,-11348]",3,1
116332b1,116332,"[0,-1,0,-101,-98]",3,1
116406d1,116406,"[1,-1,0,-276,1888]",3,1
116529d1,116529,"[0,-1,1,-602,6602]",3,1
116628a1,116628,"[0,-1,0,-309,2193]",3,1
116697a1,116697,"[0,-1,1,-2219,40976]",3,1
116794b1,116794,"[1,0,0,-254,1348]",3,1
116973d1,116973,"[0,0,1,-111,72]",3,1
116984f1,116984,"[0,0,0,-559,4786]",3,1
117051a1,117051,"[0,-1,1,-1545,23897]",3,1
117158a1,117158,"[1,-1,0,-25,49]",3,1
117242a1,117242,"[1,-1,0,-1141,-13439]",3,1
117438i1,117438,"[1,1,0,-804,18756]",3,1
117516a1,117516,"[0,-1,0,-1062,13689]",3,1
117616b1,117616,"[0,1,0,-776,8068]",3,1
117648bh1,117648,"[0,0,0,-2307,42050]",3,2
117648bh2,117648,"[0,0,0,-147,117650]",3,2
117818b1,117818,"[1,0,0,-144,640]",3,1
117848a1,117848,"[0,1,0,-9,91]",3,1
118023b1,118023,"[0,1,1,-82,100]",3,1
118158e1,118158,"[1,1,1,-332,4205]",3,1
118197b1,118197,"[1,-1,1,-842,9690]",3,1
118336bj1,118336,"[0,-1,0,-57,121]",3,1
118439a1,118439,"[1,-1,1,-7,70]",3,1
118502a1,118502,"[1,0,1,-15,50]",3,1
118547b1,118547,"[1,0,0,-2444,34645]",3,1
118622b1,118622,"[1,-1,0,-1426,18196]",3,1
118728f1,118728,"[0,0,0,-3684,86276]",3,1
118761b1,118761,"[0,-1,1,-70,252]",3,1
118764f1,118764,"[0,0,0,-144,729]",3,1
118848w1,118848,"[0,-1,0,-449,3873]",3,1
118866k1,118866,"[1,1,1,-435,1521]",3,1
119252d1,119252,"[0,1,0,-1629,22060]",3,1
119416d1,119416,"[0,-1,0,-3052,193316]",3,1
119481a1,119481,"[0,1,1,-270,1640]",3,1
119555b1,119555,"[1,1,1,-26,24]",3,1
119689b1,119689,"[1,1,1,-27,40]",3,1
119740b1,119740,"[0,0,0,-148,697]",3,1
119744i1,119744,"[0,1,0,-7489,246975]",3,1
119744j1,119744,"[0,1,0,95,159]",3,1
119822a1,119822,"[1,0,1,-144,650]",3,1
119859b1,119859,"[0,1,1,-212,1202]",3,1
119888a1,119888,"[0,0,0,-8699,252426]",3,1
120038a1,120038,"[1,1,0,-118,434]",3,1
120058a1,120058,"[1,1,0,16,4]",3,1
120058b1,120058,"[1,-1,0,-1291,18181]",3,1
120249a1,120249,"[0,0,1,-921,10660]",3,1
120321a1,120321,"[1,-1,1,-1388,20260]",3,1
120481a1,120481,"[0,0,1,-86,391]",3,1
120642a1,120642,"[1,1,0,-81,261]",3,1
120774c1,120774,"[1,1,0,-1924,31696]",3,1
121040g1,121040,"[0,1,0,-256,900]",3,2
121040g2,121040,"[0,1,0,-3656,83860]",3,2
121137a1,121137,"[1,1,1,3,30]",3,1
121168c1,121168,"[0,0,0,-331,2314]",3,1
121383b1,121383,"[0,0,1,-84,-140]",3,1
121504c1,121504,"[0,1,0,-589,5307]",3,1
121569e1,121569,"[0,1,1,-632,5870]",3,1
121580c1,121580,"[0,1,0,-86,289]",3,1
121666a1,121666,"[1,1,0,-230,1252]",3,1
121733a1,121733,"[0,1,1,-514,4406]",3,1
121763a1,121763,"[0,-1,1,-179,984]",3,1
121808b1,121808,"[0,1,0,-1436,20476]",3,1
121902f1,121902,"[1,0,1,-1183,10982]",3,1
121907a1,121907,"[0,-1,1,-55,-53]",3,1
121958a1,121958,"[1,-1,0,-20,64]",3,1
121982d1,121982,"[1,-1,1,-4842,127785]",3,1
122138a1,122138,"[1,-1,0,-536,4928]",3,1
122178b1,122178,"[1,1,0,-542,5040]",3,1
122383b1,122383,"[1,-1,1,-9,72]",3,1
122446b1,122446,"[1,-1,0,-109,469]",3,1
122491a1,122491,"[0,0,1,-149,700]",3,1
122518c1,122518,"[1,0,0,-2492,46096]",3,1
122549e1,122549,"[0,0,1,-151508,7289350]",3,1
122577a1,122577,"[0,-1,1,-120,542]",3,1
123098a1,123098,"[1,0,1,-90,332]",3,1
123274c1,123274,"[1,-1,1,-489,4137]",3,1
123405d1,123405,"[0,1,1,-2566,63226]",3,1
123594e1,123594,"[1,0,1,-425,3512]",3,1
123718c1,123718,"[1,-1,0,-124,724]",3,1
123744b1,123744,"[0,-1,0,-97,529]",3,1
123772a1,123772,"[0,0,0,-31,454]",3,1
123814a1,123814,"[1,1,0,3,25]",3,1
123920a1,123920,"[0,0,0,-43,442]",3,1
123952e1,123952,"[0,1,0,-1032,4084]",3,1
124026k1,124026,"[1,0,1,-318,3652]",3,1
124047l1,124047,"[0,0,1,-2379,44842]",3,1
124066b1,124066,"[1,0,0,-1335,18601]",3,2
124066b2,124066,"[1,0,0,-1975,-1239]",3,2
124076a1,124076,"[0,1,0,-52,36]",3,1
124091a1,124091,"[0,1,1,-462,3660]",3,1
124232c1,124232,"[0,0,0,-19,-21]",3,1
124372b1,124372,"[0,-1,0,103,634]",3,1
124432c1,124432,"[0,0,0,-3547,84250]",3,1
124494e1,124494,"[1,1,1,-610,5231]",3,1
124594a1,124594,"[1,-1,1,-36,135]",3,1
124638b1,124638,"[1,1,0,-29,-51]",3,1
124675e1,124675,"[1,-1,1,-45,132]",3,1
124721a1,124721,"[1,1,1,-9,16]",3,1
124782a1,124782,"[1,1,0,-119,441]",3,1
124864g1,124864,"[0,1,0,-297,1879]",3,1
125002g1,125002,"[1,0,0,-117,289]",3,1
125152a1,125152,"[0,-1,0,-200,1156]",3,1
125184u1,125184,"[0,-1,0,-247,1579]",3,1
125200a1,125200,"[0,0,0,-475,6250]",3,1
125206b1,125206,"[1,-1,1,18,765]",3,1
125512e1,125512,"[0,1,0,-292,1824]",3,1
125526b1,125526,"[1,0,1,-238,1532]",3,1
125780d1,125780,"[0,-1,0,-46,-79]",3,1
125840s1,125840,"[0,0,0,-5203,137698]",3,1
125913e1,125913,"[0,1,1,-1582,23260]",3,1
125937b1,125937,"[0,0,1,-321,2212]",3,1
126078c1,126078,"[1,0,1,-1505,25220]",3,1
126158c1,126158,"[1,0,0,-507,4369]",3,1
126186e1,126186,"[1,0,1,-720,7282]",3,1
126288f1,126288,"[0,0,0,21,234]",3,1
126458b1,126458,"[1,-1,1,-1599,24807]",3,1
126529b1,126529,"[1,-1,1,-384,42]",3,1
126558b1,126558,"[1,-1,0,-18,56]",3,1
126592a1,126592,"[0,1,0,-185,919]",3,1
126944b1,126944,"[0,1,0,-10,24]",3,1
126966a1,126966,"[1,1,0,-72,180]",3,1
127168l1,127168,"[0,-1,0,-129,-95]",3,1
127293a1,127293,"[1,1,1,-34,56]",3,1
127300i1,127300,"[0,0,0,35,325]",3,1
127592a1,127592,"[0,-1,0,-97,389]",3,1
127903a1,127903,"[1,-1,1,-51,702]",3,1
127928b1,127928,"[0,1,0,-4,96]",3,1
127936r1,127936,"[0,1,0,39,-89]",3,1
128089a1,128089,"[1,0,0,12,-59]",3,1
128192n1,128192,"[0,1,0,-1377,19231]",3,1
128234b1,128234,"[1,0,1,-2,24]",3,1
128357a1,128357,"[1,-1,1,-22,40]",3,1
128481b1,128481,"[1,1,1,-58763,5458340]",3,1
128847d1,128847,"[0,1,1,-792,8282]",3,1
128891b1,128891,"[0,0,1,-13,122]",3,1
129164a1,129164,"[0,1,0,-212,-764]",3,1
129267c1,129267,"[0,0,1,-3927,94536]",3,1
129298c1,129298,"[1,1,0,-32,100]",3,1
129310c1,129310,"[1,0,0,-2906,59236]",3,1
129399a1,129399,"[0,-1,1,-80,302]",3,1
129400b1,129400,"[0,1,0,-1033,13563]",3,1
129855a1,129855,"[0,-1,1,-126,632]",3,1
130046a1,130046,"[1,-1,1,-867,8355]",3,1
130225a1,130225,"[0,1,1,-258,-1356]",3,1
130243a1,130243,"[1,1,1,-78,232]",3,1
130318a1,130318,"[1,0,0,-385,3081]",3,1
130376a1,130376,"[0,1,0,-1212,15856]",3,1
130422e1,130422,"[1,1,0,-82,100]",3,1
130543a1,130543,"[1,0,0,-420,3871]",3,1
130948b1,130948,"[0,0,0,-445,3613]",3,1
130985b1,130985,"[0,-1,1,-1836,62496]",3,1
131030b1,131030,"[1,-1,0,25,-19]",3,1
131202a1,131202,"[1,-1,1,-2957,57525]",3,1
131248a1,131248,"[0,1,0,-8424,349492]",3,1
131800b1,131800,"[0,0,0,-100,2500]",3,1
131886e1,131886,"[1,-1,0,-414,4644]",3,1
132346c1,132346,"[1,1,0,-42,100]",3,1
132458a1,132458,"[1,0,1,-361,2652]",3,1
132544a1,132544,"[0,1,0,-57,199]",3,1
132561b1,132561,"[1,-1,1,463,158240]",3,2
132561b2,132561,"[1,-1,1,-41252,3161720]",3,2
132688a1,132688,"[0,1,0,-192,-716]",3,1
132805b1,132805,"[1,-1,1,-423,3456]",3,1
132845a1,132845,"[0,1,1,109,-210]",3,1
132866a1,132866,"[1,-1,1,-921,-5895]",3,1
132957a1,132957,"[0,0,1,-9849,335812]",3,1
132983a1,132983,"[1,-1,0,-6209,189874]",3,1
133005c1,133005,"[1,1,1,-26,74]",3,1
133062g1,133062,"[1,1,0,23,85]",3,1
133076b1,133076,"[0,-1,0,-765,-7514]",3,1
133088b1,133088,"[0,0,0,-76,160]",3,1
133163a1,133163,"[0,0,1,-16,30]",3,1
133186a1,133186,"[1,0,0,-304,2304]",3,1
133264a1,133264,"[0,0,0,-67,450]",3,1
133335a1,133335,"[0,0,1,-387,3422]",3,1
133551a1,133551,"[0,0,1,-819,4880]",3,1
133637a1,133637,"[0,-1,1,-754,7390]",3,1
133696a1,133696,"[0,0,0,-484,4096]",3,1
133696y1,133696,"[0,-1,0,-137,649]",3,1
133824bv1,133824,"[0,-1,0,-905,10761]",3,2
133824bv2,133824,"[0,-1,0,-545,19041]",3,2
133956a1,133956,"[0,0,0,-549,4941]",3,1
134036a1,134036,"[0,1,0,-757,3831]",3,1
134050l1,134050,"[1,0,1,-186,968]",3,1
134058d1,134058,"[1,1,0,-37,-35]",3,1
134272a1,134272,"[0,1,0,-345,2359]",3,1
134301a1,134301,"[0,1,1,-32,-58]",3,1
134336j1,134336,"[0,1,0,-81,-17]",3,1
134373a1,134373,"[1,0,0,-215,1206]",3,1
134433a1,134433,"[1,-1,1,-59,272]",3,1
134458a1,134458,"[1,-1,1,-27738,1784985]",3,1
134485a1,134485,"[0,1,1,-66,-174]",3,1
134568g1,134568,"[0,0,0,-327,2410]",3,1
134604a1,134604,"[0,0,0,-1119,13894]",3,1
134751a1,134751,"[1,0,0,33,144]",3,1
134832m1,134832,"[0,-1,0,-2632,53104]",3,1
134832m2,134832,"[0,-1,0,18568,-1317264]",3,1
134878b1,134878,"[1,0,1,-137,636]",3,1
134886b1,134886,"[1,1,0,-279,1701]",3,1
134950a1,134950,"[1,-1,1,-1155,25347]",3,1
134972a1,134972,"[0,-1,0,-10,41]",3,1
134980c1,134980,"[0,1,0,-101,199]",3,1
135033a1,135033,"[0,-1,1,133,1325]",3,1
135093f1,135093,"[1,1,1,391,2792]",3,1
135282j1,135282,"[1,1,0,-49,49]",3,1
135326a1,135326,"[1,0,0,-794,8548]",3,1
135419a1,135419,"[0,-1,1,-1102,14452]",3,1
135441b1,135441,"[1,-1,1,-167,20]",3,1
135453a1,135453,"[1,1,1,42,-360]",3,1
135454d1,135454,"[1,0,1,1888,42396]",3,1
135455a1,135455,"[1,1,1,-36,58]",3,1
135489a1,135489,"[0,-1,1,-19,90]",3,1
135539a1,135539,"[1,0,0,27,716]",3,1
135603b1,135603,"[1,-1,1,-707,8610]",3,2
135603b2,135603,"[1,-1,1,-11822,497670]",3,2
135687a1,135687,"[0,-1,1,-394,3150]",3,1
135751a1,135751,"[0,0,1,-157,1326]",3,1
135838a1,135838,"[1,1,1,-4222,201915]",3,1
135877d1,135877,"[0,0,1,-196,600]",3,1
136026j1,136026,"[1,-1,0,-18,256]",3,1
136187a1,136187,"[0,0,1,-143,662]",3,1
136277a1,136277,"[0,1,1,-14,6]",3,1
136310g1,136310,"[1,1,0,-93,247]",3,1
136653a1,136653,"[0,1,1,-2832,-24568]",3,1
136816a1,136816,"[0,-1,0,-280,3056]",3,1
136952a1,136952,"[0,1,0,-2980,30144]",3,2
136952a2,136952,"[0,1,0,-23120,-1339376]",3,2
137114a1,137114,"[1,1,0,-26,4]",3,1
137120e1,137120,"[0,1,0,95,975]",3,1
137311a1,137311,"[0,1,1,-115,458]",3,1
137317a1,137317,"[0,1,1,-156,-726]",3,1
137390i1,137390,"[1,-1,0,-40,256]",3,1
137392a1,137392,"[0,1,0,-120,724]",3,1
137502c1,137502,"[1,-1,0,-1071,13693]",3,1
137529a1,137529,"[1,-1,1,-32,8930]",3,2
137529a2,137529,"[1,-1,1,-6647,207380]",3,2
137640g1,137640,"[0,-1,0,-156,900]",3,1
137784b1,137784,"[0,-1,0,-92,324]",3,1
137801a1,137801,"[1,0,0,-7,114]",3,1
137814c1,137814,"[1,0,1,-1168,14702]",3,1
137836c1,137836,"[0,-1,0,-125,841]",3,1
